"cov01","cov02","cov04c","strata","no_urut","id_unique","gender","gender_text","education","education_text","date_submission_kur","record_reminder","sq02","sq03","sq04","sq05","ir01c","ir01d","ir01e","ir01f","ir02b","ir02c","ir03","ir03a","ir03a_w","ir03a_b","ir03a_c","ir03a_d","ir03a_v","ir05","ir05_tahun","ir06","ir06a","ir06a_w","ir06a_b","ir06a_c","ir06a_d","ir06a_e","ir06a_v","bi01b","bi01b_sector","bi01b_subsector","bi02x","bi02","bi02_repeat_count","bi03calc","bi04x","bi04","bi04_repeat_count","bi06","bi06_a","bi06_b","bi06_c","bi06_d","bi06_e","bi06_f","bi06_g","bi06_h","bi06_i","bi06_j","bi06_k","bi06_l","bi06_m","bi06_n","bi06_o","bi06_p","bi06_q","bi06_r","bi06_s","bi06_t","bi06_z","bi06_v","bi06_calc","bi06a","bi07","bi07_a","bi07_b","bi07_c","bi07_d","bi07_e","bi07_f","bi07_g","bi07_v","bi07_w","bi07_y","bi08a","bi08b","bi08b1","bi08b2","bi08b3","bi08b4","bi08b5","bi08b6","bi08b7","bi08b8","bi08b9","bi08_repeat_count","cl01x","cl01a","cl01b","cl02","cl02_a","cl02_b","cl02_c","cl02_d","cl02_e","cl02_f","cl02_g","cl02_h","cl02_i","cl02_j","cl02_v","cl02a","cl03_a","cl03_b","cl03_c","cl03_d","cl04ax","cl04a","cl04b_min","cl04b_max","cl04c","cl05ax","cl05a","cl05b_min","cl05b_max","cl05c","reserved_name_for_field_list_lab","cl06","cl07","cl08","cl09","cl10","cl11","bp01","bp02","bp03","bp04","bp05","bp06","bp07","bp08","bp09","bp10","we01_a","we01_b","we01_c","we01_d","ri01ax","ri01a","ri01b_min","ri01b_max","ri01c","ri02ax","ri02a","ri02b_min","ri02b_max","ri02c","fl01","v195","fl02a","fl02b","fl02c","fl02d","fl02e","fl02f","fl02g","fl02h","fl02i","fl02j","fl02k","fl02l","fl02m","fl02v","fl02_warn","fl02_calc","fl03a1","fl03a2","fl03b1","fl03b2","fl04","fl05","fl06","fl07x","fl07","fl08x","fl08","fl09","v226","rf01a","rf01b","rf01cc","rf01dd","rf01e","rf01f","rf01g","rf01h","rf01i","rf01j","rf01k","rf01l","rf01m","rf01n","rf01v","rf01_warn","rf01_calc","rf01a1","rf01a2","rf01b1","rf01b2","rf01c","rf01d","rf02","rf03","rf04","rf04_a","rf04_b","rf04_c","rf04_d","rf04_v","rf04_w","rf04_y","rf05_repeat_count","rf06","rf07x","rf07","rf08","rf09","rf10_period","rf10","rf10_percent","rf10_rupiah","rf11","rf11_rupiah","rf12","rf13","rf13_a","rf13_b","rf13_c","rf13_d","rf13_e","rf13_f","rf13a","rf13b","rf13c","rf13d","rf13e","rf13f","rf13_calc","rf14","rf14_a","rf14_b","rf14_c","rf14_d","rf14_e","rf14_f","rf14_g","rf14a","rf14b","rf14c","rf14d","rf14e","rf14f","rf14g","rf14_calc","rf15_group_count","rf16a","rf16b","rf16c","rf16d","rf16e","rf16f","rf16g","rf16h","rf16i","ke01","ke02","ke03","ke03_rupiah","ke04","ke05","ke05_a","ke05_b","ke05_c","ke05_d","ke05_e","ke05_v","ke06","ke07","ke08","ke09","ke10","ke11","ke12","ke12_a","ke12_b","ke12_c","ke12_d","ke12_v","ke12_w","ke13","ke13_a","ke13_b","ke13_c","ke13_d","ke13_e","ke13_f","ke13_g","ke13_v","co01","co02","co02_a","co02_b","co02_c","co02_d","co02_e","co02_v","co03","co04","co05","co05a","co05b","co06x","co06","co07","co08","co09","co09_a","co09_b","co09_c","co09_d","co09_e","co09_f","co09_v","co09a","co09b","co09c","co09d","co09e","co09f","co09v","co10","co11","co12","end_time","cov08","cov09","weight","sd","start_date","wgt","birth1","birth2","birth3","birth_month_year"
"JAMBI","TEBO",2,35,26,"S35_26",2,"FEMALE",6,"OTHER  ____________","10-02-2020","YA",1,1,1,3,3,96,7,95,,,"10-02-2020","W",1,0,0,0,0,1,,"15-01-2011","W",1,0,0,0,0,0,"RUBBER TREES PLANTATION",1,12,1,2,2,100,1,2,2,"A L",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"L","G",0,0,0,0,0,0,1,0,0,0,1,1,"PALM OIL PLANTATION",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,1,2,0,3,1,16000000,,,,1,8000000,,,,"02-2020",,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,"M","M","AA","M","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","M","N","M",80000000,1,1,1,,,,,,,,,1,2,1,120000000,70,1,2,1,6,,,,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,1,3,1,3,1,1,3,3,3,4,3,1,800000,5,"A B D E",1,1,0,1,1,0,1,3,3,1,95,1,"W",0,0,0,0,0,1,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:07:04",1,,4740.625,"15-01-2011",1/15/2011,4741,"21","05","1980","051980"
"LAMPUNG","LAMPUNG SELATAN",2,40,29,"S40_29",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","14-03-2016","YA",1,1,1,3,1,96,7,1,,,"14-03-2016","W",1,0,0,0,0,1,,"01-09-2009","W",1,0,0,0,0,0,"WHOLESALE OF FROZEN FOOD IN THE STORE",46,463,1,1,1,100,1,2,2,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C D",0,0,1,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,20000000,,,,1,5000000,,,,"03-2016",,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,"I   L M","I","M","I","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","N","M","A","N",200000000,1,1,1,,,,,,,,,1,2,1,250000000,36,3,,,,,1,8000000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,1,3,3,3,3,3,3,3,3,1,2,1,8000000,5,"A B D E",1,1,0,1,1,0,3,3,1,1,96,1,"W",0,0,0,0,0,1,"D",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15:15:20",1,,1112.4375,"01-09-2009",9/1/2009,1112,"15","03","1977","031977"
"JAWA BARAT","BEKASI",2,3,49,"S3_49",2,"FEMALE",4,"DIPLOMA","03-04-2018","YA",1,1,1,3,3,96,5,1,,,"03-04-2018","W",1,0,0,0,0,1,,"02-05-2013","W",1,0,0,0,0,0,"WHOLESALE OF VEGETABLES, SUCH AS SAWI, KANGKUNG, KAWL FROM FARMERS ON KIOS IN THE MARKET",46,462,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"SELLING BIRD'S CAGE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,3,3,3,1,0,1,2,1,16000000,,,,1,8000000,,,,"04-2018",,3,3,3,3,3,3,3,3,3,1,3,3,1,3,2,"J   M","M","J","M","J",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,"A          K   N","N","A","N","AA",150000000,1,1,1,,,,,,,,,1,2,1,200000000,60,1,1,1,0.300000011920929,,,,1,"A D",1,0,0,1,0,0,80,"0",0,20,0,0,100,"B D",0,1,0,1,0,0,0,0,80,0,20,0,0,0,100,4,1,3,1,1,1,3,3,3,3,4,2,1,4000000,5,"A B C D E",1,1,1,1,1,0,1,1,3,1,95,1,"A",1,0,0,0,0,0,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09:39:57",1,,5884.0625,"02-05-2013",5/2/2013,5884,"13","10","1978","101978"
"JAWA TENGAH","MAGELANG",2,4,146,"S4_146",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","20-11-2019","YA",1,1,1,3,1,96,5,96,,,"20-11-2019","W",1,0,0,0,0,1,,"10-01-2010","W",1,0,0,0,0,0,"WHOLESALE ON VEGETABLES MUSTARD, WATER SPINACH IN A KIOSK IN MARKET",46,462,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,1,3,3,3,3,3,1,1,2,4,1,12000000,,,,1,8000000,,,,"98-2016",,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,"E       L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,"A       H      N","A","N","A","N",100000000,1,3,3,,,,,,,,,3,2,1,140000000,36,1,1,1,0.5,,,,1,"A D",1,0,0,1,0,0,50,"0",0,50,0,0,100,"A D",1,0,0,1,0,0,0,50,0,0,50,0,0,0,100,4,3,3,3,3,3,1,3,3,3,1,2,1,4000000,4,"A C D E",1,0,1,1,1,0,1,1,1,1,96,1,"A B",1,1,0,0,0,0,"B F",0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:06:40",1,,5903.34375,"10-01-2010",1/10/2010,5903,"04","02","1978","021978"
"JAWA BARAT","BOGOR",2,4,307,"S4_307",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","21-10-2016","YA",1,1,1,3,1,96,5,96,,,"21-10-2016","W",1,0,0,0,0,1,,"05-05-2012","W",1,0,0,0,0,0,"WOODEN CABINET AND TABLE PRODUCTION",31,310,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"IRON WELDING WORKSHOP",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,1,3,3,0,0,0,0,1,3000000,,,,1,500000,,,,"10-2016",,3,3,3,3,3,3,3,3,3,1,1,1,1,3,4,"J K L M","L","M","L","J",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"A","A","AA","A","AA",100000000,1,1,1,,,,,,,,,1,2,1,250000000,36,3,,,,,1,3100000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B F",1,1,0,0,0,1,0,50,20,0,0,0,30,0,100,4,3,3,1,3,3,3,3,3,3,1,2,3,,4,"A B D E",1,1,0,1,1,0,1,98,1,1,96,1,"W",0,0,0,0,0,1,"B",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:17:34",1,,5903.34375,"05-05-2012",5/5/2012,5903,"07","08","1965","081965"
"JAWA TIMUR","KEDIRI",2,4,20,"S4_20",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","17-02-2020","YA",1,1,1,3,1,96,5,96,,,"17-02-2020","W",1,0,0,0,0,1,,"98-98-1999","C E",0,0,1,0,1,0,"CANE PLANTATION",1,11,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"B",0,1,0,0,0,0,0,0,0,0,1,1,"TRUCK TRANSPORTATION RENT SERVICE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,3,1,3,1,10,6,0,16,1,158000000,,,,1,100000000,,,,"02-2020",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","M","L","M","L",1,1,50000000,98,,1,50000000,1,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","N","AA","N","A",150000000,1,1,1,,,,,,,,,1,2,1,335000000,36,3,,,,,98,,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,1,3,1,1,3,3,3,3,3,1,1,1,57000,4,"A B D E",1,1,0,1,1,0,3,1,3,5,96,1,"W",0,0,0,0,0,1,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16:19:46",1,,5903.34375,"01-01-1999",1/1/1999,5903,"05","07","1973","071973"
"JAWA TIMUR","PACITAN",2,6,1302,"S6_1302",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","29-02-2020","YA",1,1,1,3,1,96,4,1,,,"29-02-2020","W",1,0,0,0,0,1,,"17-05-2012","W",1,0,0,0,0,0,"WHOLESALE OF COCONUT FROM FARMERS IN LOS MARKET",46,462,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,3,3,1,0,0,1,1,1,5000000,,,,1,500000,,,,"02-2020",,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,"M","M","AA","M","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","N","A","N","AA",20000000,1,1,1,,,,,,,,,1,2,1,150000000,36,3,,,,,1,610000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,1,3,3,3,3,3,3,3,1,2,1,18000,3,"A D E",1,0,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"A",1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:34:15",1,,13170.4345703125,"17-05-2012",5/17/2012,13170,"29","03","1980","031980"
"SULAWESI UTARA","MINAHASA UTARA",2,25,142,"S25_142",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","09-06-2016","YA",1,1,1,3,3,96,5,96,,,"09-06-2016","W",1,0,0,0,0,1,,"01-06-2011","W",1,0,0,0,0,0,"CAR RENT SERVICE, RENTED WITH A DRIVER",49,494,1,2,2,100,1,2,2,"A B K L",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,"B","B F G",0,1,0,0,0,1,1,0,0,0,1,1,"PIG FARMING",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,1,3,0,1,0,1,1,4000000,,,,1,2700000,,,,"06-2016",,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,"J  L","J","L","J","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,"A          K   N","A","K","K","AA",20000000,1,2,1,"A",1,0,0,0,0,0,0,1,2,1,15000000,24,3,,,,,1,900000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,3,1,1,3,1,3,3,3,1,2,3,,3,"A B D E",1,1,0,1,1,0,1,98,98,1,96,1,"W",0,0,0,0,0,1,"A",1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09:00:07",1,,1174.3125,"01-06-2011",6/1/2011,1174,"24","05","1987","051987"
"SULAWESI BARAT","POLEWALI MANDAR",2,28,59,"S28_59",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","25-01-2019","YA",1,1,1,3,1,96,7,1,,,"25-01-2019","W",1,0,0,0,0,1,,"01-01-2014","W",1,0,0,0,0,0,"WHOLESALE OF COCONUT FROM FARMERS TO TRADERS",46,462,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"B F G",0,1,0,0,0,1,1,0,0,0,1,1,"FATTENNING GOAT BUSINESS",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,3,0,0,1,1,3,,5000000,10000000,7000000,1,6000000,,,,"01-2019",,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,"J  L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","N","A","N",80000000,1,1,1,,,,,,,,,1,2,1,150000000,36,3,,,,,1,2500000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B D F",1,1,0,1,0,1,0,25,10,0,15,0,50,0,100,4,1,3,1,3,3,1,3,1,3,1,1,3,,3,"A D E",1,0,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"A",1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:36:38",1,,1588.125,"01-01-2014",1/1/2014,1588,"18","06","1988","061988"
"SULAWESI TENGAH","PALU",2,28,61,"S28_61",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","14-07-2017","YA",1,1,1,3,1,96,5,96,,,"14-07-2017","W",1,0,0,0,0,1,,"10-07-2002","W",1,0,0,0,0,0,"FOOD STALL SERVING FRIEDS: FRIED TEMPE, FRIED BANANA, AND BANANA MOLEN ",56,561,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"HOUSE RENT FOR KOS",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,3,3,3,0,4,0,4,1,65000000,,,,1,14000000,,,,"07-2017",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","W","AA","A","N",100000000,1,1,1,,,,,,,,,1,2,1,1000000000,24,3,,,,,1,4500000,1,"A B D",1,1,0,1,0,0,25,"25",0,50,0,0,100,"A B D",1,1,0,1,0,0,0,25,25,0,50,0,0,0,100,4,3,3,3,3,3,3,3,3,3,1,2,3,,4,"A B D E",1,1,0,1,1,0,1,1,1,1,3,1,"W",0,0,0,0,0,1,"E",0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15:47:05",1,,1588.125,"10-07-2002",7/10/2002,1588,"06","01","1978","011978"
"KALIMANTAN TIMUR","BALIKPAPAN",2,14,67,"S14_67",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","19-04-2018","YA",1,1,1,3,1,96,3,1,,,"19-04-2018","W",1,0,0,0,0,1,,"01-08-2004","W",1,0,0,0,0,0,"MATERIALS TRANSPORTATION SERVICE",49,494,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"PRODUCTION AND SELLING OF ICE CUBE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,0,1,0,1,1,9000000,,,,1,6000000,,,,"98-2016",,3,3,3,3,3,3,1,3,3,3,3,1,1,3,3,"G     L M","G","AA","L","M",3,,,,,1,335000000,7,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","AA","M","N",50000000,1,2,2,,,,,,,,,2,2,1,210000000,24,3,,,,,1,2200000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,1,3,3,3,3,1,1,3,3,1,1,3,,3,"A B D E",1,1,0,1,1,0,1,1,98,1,96,1,"A",1,0,0,0,0,0,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16:38:15",1,,5857.8408203125,"01-08-2004",8/1/2004,5858,"05","10","1960","101960"
"KALIMANTAN BARAT","SANGGAU",2,14,79,"S14_79",1,"MALE",2,"JUNIOR HIGH SCHOOL (SMP)","07-10-2016","YA",1,1,1,3,1,96,4,96,,,"07-10-2016","W",1,0,0,0,0,1,,"01-01-2013","W",1,0,0,0,0,0,"ELECTRONICS SERVICE ",95,952,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"B D F G",0,1,0,1,0,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,3,0,0,0,0,1,3000000,,,,1,600000,,,,"10-2016",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","N","A","N",25000000,1,2,2,,,,,,,,,2,2,1,0,24,1,1,1,0.600000023841858,,,,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B C G",1,1,1,0,0,0,1,40,30,20,0,0,0,10,100,4,3,3,3,3,3,1,3,3,3,4,2,1,500000,1,,,,,,,,1,1,1,1,3,1,"A B",1,1,0,0,0,0,"E",0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:19:02",1,,5857.8408203125,"01-01-2013",1/1/2013,5858,"24","11","1968","111968"
"SULAWESI SELATAN","WAJO",2,30,135,"S30_135",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","13-03-2020","YA",1,1,1,3,1,96,5,1,,,"13-03-2020","W",1,0,0,0,0,1,,"98-07-2018","C E",0,0,1,0,1,0,"PADDY AGRICULTURE",1,11,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"SELLING POULTRY (DEDAK)",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,1,3,1,0,0,5,5,1,20000000,,,,1,12000000,,,,"98-2019",,3,3,3,3,3,1,3,3,3,3,1,3,1,3,3,"F     K  M","K","M","K","M",3,,,,,1,1600000,6,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","W","AA","N","A",50000000,1,2,2,,,,,,,,,2,2,1,0,6,1,2,2,,1500000,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A E F",1,0,0,0,1,1,0,25,0,0,0,25,50,0,100,4,3,3,1,3,3,1,3,3,1,1,2,1,50000,2,"A E",1,0,0,0,1,0,1,1,1,1,98,1,"B",0,1,0,0,0,0,"D",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08:57:41",1,,5850.9306640625,"01-07-2018",7/1/2018,5851,"02","07","1995","071995"
"SULAWESI UTARA","MANADO",2,30,184,"S30_184",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","09-06-2016","YA",1,1,1,3,1,96,4,1,,,"09-06-2016","W",1,0,0,0,0,2,2016,"98-98-2012","E",0,0,0,0,1,0,"FISHES SMOKING BUSINESS",10,102,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,3,,,"I",0,0,0,0,0,0,0,0,1,0,0,,1,0,0,1,1,2500000,,,,1,1500000,,,,,1,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"06-2016",,3,1,3,3,3,3,3,3,1,3,1,3,1,3,4,"B       I  K  M","K","AA","I","M",3,,,,,1,1500000,9,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",10000000,1,1,1,,,,,,,,,1,2,1,0,18,3,,,,,1,650000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,60,40,0,0,0,0,0,100,4,3,1,3,96,96,96,3,3,3,1,2,3,,4,"A B D E",1,1,0,1,1,0,1,98,98,1,96,1,"W",0,0,0,0,0,1,"D",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:09:02",1,,5850.9306640625,"01-01-2012",1/1/2012,5851,"13","08","1976","081976"
"SULAWESI SELATAN","BARRU",2,30,204,"S30_204",1,"MALE",4,"DIPLOMA","03-05-2018","YA",1,1,1,3,1,96,7,1,,,"03-05-2018","W",1,0,0,0,0,1,,"20-10-2013","A B C",0,1,1,0,0,0,"RETAIL ON LPG AT HOME ",47,477,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,3,0,0,2,2,1,5000000,,,,1,2000000,,,,"02-2017",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","AA","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",15000000,1,2,2,,,,,,,,,2,2,1,40000000,36,3,,,,,1,4800000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B E",0,1,0,0,1,0,0,0,60,0,0,40,0,0,100,4,3,3,3,3,3,3,3,3,3,4,2,3,,3,"A D E",1,0,0,1,1,0,1,1,98,1,96,1,"A",1,0,0,0,0,0,"V",0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:33:12",1,,5850.9306640625,"20-10-2013",10/20/2013,5851,"01","11","1985","111985"
"SULAWESI SELATAN","BULUKUMBA",2,30,208,"S30_208",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","17-05-2017","YA",1,1,1,3,1,96,3,96,,,"17-05-2017","W",1,0,0,0,0,1,,"98-98-2001","C E",0,0,1,0,1,0,"WOOD HANDICRAFTS MADE BY ORDER",16,162,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"CLOVE AGRICULTURE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,3,0,0,0,0,1,700000,,,,1,500000,,,,"05-2017",,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,"K L M","L","AA","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","AA","N","A",35000000,1,2,2,,,,,,,,,2,2,1,100000000,36,3,,,,,98,,1,"A B",1,1,0,0,0,0,70,"30",0,0,0,0,100,"A B",1,1,0,0,0,0,0,70,30,0,0,0,0,0,100,4,3,3,1,3,3,3,3,3,3,1,2,3,,4,"A C D E",1,0,1,1,1,0,1,1,1,1,96,1,"A B",1,1,0,0,0,0,"E",0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:56:31",1,,5850.9306640625,"01-01-2001",1/1/2001,5851,"02","08","1980","081980"
